#,单词,音标,解释,笔记,选中次数,正确次数,是否训练
7212,style,英:/staɪl/ 美:/staɪl/,n. 做事方式；作风；（服饰、发型）样式；款式；时新，时髦，流行式样；优雅格调；精致性；品位；风度；气派；（书；画；建筑物）风格；体；语言规范；好的文风；【生物】花柱 v. 把…设计（或缝制、做）成某种式样；称呼；命名；称,,0,0,1
7213,stylist,英:/'staɪlɪst/ 美:/'staɪlɪst/,n. 设计师；文体学家,,0,0,1
7214,subdivide,英:/sʌbdɪ'vaɪd/ 美:/'sʌbdɪvaɪd/,v. 细分；再划分；分小类,,0,0,1
7215,subdue,英:/səbˈdjuː/ 美:/səbˈduː/,vt. 征服；抑制；减轻,,0,0,1
7216,subject,英:/'sʌbdʒekt/ 美:/'sʌbdʒɪkt/,n. 主题；科目；国民；主语 adj. 服从的；易患…的；受制于…的,,0,0,1
7217,subject matter,,n. 主题；主旨,,0,0,1
7218,subjective,英:/səbˈdʒektɪv/ 美:/səbˈdʒektɪv/,adj. 主观的,,0,0,1
7219,subjunctive,英:/səb'dʒʌŋ(k)tɪv/ 美:/səb'dʒʌŋktɪv/,adj. 虚拟语气的 n. 虚拟语气〔形式〕,,0,0,1
7220,submarine,英:/ˌsʌbməˈriːn/ 美:/ˌsʌbməˈriːn/,n. 潜艇；潜艇三明治 adj. 海面下的，海底的,,0,0,1
7221,submerge,英:/səbˈmɜːdʒ/ 美:/səbˈmɜːrdʒ/,vt. 淹没；把…浸入；沉浸 vi. 淹没；潜入水中；湮没,,0,0,1
7222,submit,英:/səbˈmɪt/ 美:/səbˈmɪt/,vt. 使服从；呈递；主张 vi. 提交；服从,,0,0,1
7223,subordinate,英:/səˈbɔːdɪnət/ 美:/səˈbɔːrdɪnət/,n. 部属，下属，下级；从属，次要  vt. 使……居下位；使……服从  adj. 从属的，隶属的；次要的,,0,0,1
7224,subordination,"英:/sə,bɔːdɪ'neɪʃn/ 美:/səb,ɔrdn'eʃən/",n. 附属；从属；［语］主从关系,,0,0,1
7225,subscribe,英:/səbˈskraɪb/ 美:/səbˈskraɪb/,vt. 订阅；签名；支持；捐赠；同意,,0,0,1
7226,subscription,英:/səb'skrɪpʃ(ə)n/ 美:/səb'skrɪpʃən/,n. 订阅；签署；同意；捐款；会费,,0,0,1
7227,subsequence,"英:/'sʌbsɪkw(ə)ns/ 美:/'sʌbsɪ,kwɛns/","n. 后继,随后",,0,0,1
7228,subsequent,英:/ˈsʌbsɪkwənt/ 美:/ˈsʌbsɪkwənt/,"adj. 随后的, 继…之后的",,0,0,1
7229,subsequently,英:/'sʌbsikwəntli/ 美:/ˈs ʌbsɪˌk w ɛntlɪ/,"adv. 其后,随后,接着",,0,0,1
7230,subsidiary,英:/səbˈsɪdiəri/ 美:/səbˈsɪdieri/,"adj. 附带的, 附属的, 次要的 n. 附属事物, 附属机构, 子公司",,0,0,1
7231,subsidize,英:/ˈsʌbsɪdaɪz/ 美:/ˈsʌbsɪdaɪz/,vt. 给与补助金或奖助金；贿赂,,0,0,1
7232,subsistence,英:/səbˈsɪstəns/ 美:/səbˈsɪstəns/,"n. 存活, 生存, 维生之道",,0,0,1
7233,substance,英:/ˈsʌbstəns/ 美:/ˈsʌbstəns/,n. 实质；物质；财产；内容；重要性,,0,0,1
7234,substantial,英:/səbˈstænʃl/ 美:/səbˈstænʃl/,adj. 大量的；坚固的；实质的；可观的 n. 本质；重要部份,,0,0,1
7235,substantiate,英:/səbˈstænʃieɪt/ 美:/səbˈstænʃieɪt/,"vt. 用事实支持(某主张、说法等);证明, 证实",,0,0,1
7236,substitute,英:/ˈsʌbstɪtjuːt/ 美:/ˈsʌbstɪtuːt/,"vt.&vi.代替, 替换, 代用",,0,0,1
7237,substitution,英:/ˌsʌbstɪˈtjuːʃn/ 美:/ˌsʌbstɪˈtuːʃn/,"n. 代替;代用;替换 取代(作用);代换,代入 代替物;代用品;替换物",,0,0,1
7238,subtle,英:/ˈsʌtl/ 美:/ˈsʌtl/,adj. 微妙的；敏感的；狡猾的；精细的；稀薄的,,0,0,1
7239,subtract,英:/səbˈtrækt/ 美:/səbˈtrækt/,vt. 减去；扣掉,,1,1,1
7240,subtraction,英:/səbˈtrækʃn/ 美:/səbˈtrækʃn/,"n. 减, 减法",,0,0,1
7241,suburb,英:/ˈsʌbɜːb/ 美:/ˈsʌbɜːrb/,n. 郊区；边缘,,0,0,1
7242,suburban,英:/səˈbɜːbən/ 美:/səˈbɜːrbən/,adj. 土气的；郊区的，城郊的；见闻不广的 n. 郊区居民,,0,0,1
7243,subway,英:/ˈsʌbweɪ/ 美:/ˈsʌbweɪ/,n. 地铁；地道 vi. 乘地铁,,0,0,1
7244,succeed,英:/sək'siːd/ 美:/sək'sid/,vi. 成功；继承；继任；兴旺 vt. 继承；接替；继…之后,,0,0,1
7245,success,英:/sək'ses/ 美:/sək'sɛs/,n. 成功，成就；胜利；大获成功的人或事物,,0,0,1
7246,successful,英:/sək'sesfʊl/ 美:/sək'sɛsfl/,adj. 成功的; 如愿以偿的; 达到目的,,0,0,1
7247,successfully,英:/səkˈsesfəlɪ/ 美:/sək'sɛsfəli/,adv. 成功地，圆满地,,0,0,1
7248,succession,英:/səkˈseʃn/ 美:/səkˈseʃn/,"n. 连续 连续不断的人[事物] 继承, 继任; 继承权",,0,0,1
7249,successive,英:/səkˈsesɪv/ 美:/səkˈsesɪv/,adj. 连续的；接连的；接二连三的,,0,0,1
7250,successor,英:/sək'sesə/ 美:/sək'sɛsɚ/,"n. 接替的人或事物, 继任者, 继承人",,0,0,1
7251,such,英:/sʌtʃ/ 美:/sʌtʃ/,adj. 这样的，如此的,,0,0,1
7252,suck,英:/sʌk/ 美:/sʌk/,v. 吮吸；吸；咂；啜；含在嘴里吸食；抽吸；抽取；（以巨大的力量）吸，吸引，使卷入；【俚】（表示厌恶）臭，恶心 n. 吸；吮；啜；咂,,1,1,1
7253,sudden,英:/'sʌd(ə)n/ 美:/'sʌdn/,adj. 突然的，意外的；快速的 n. 突然发生的事,,0,0,1
7254,suddenly,英:/ˈs ʌdnlɪ/ 美:/'sʌdənli/,adv. 忽然；突然地,,0,0,1
7255,suffer,英:/ˈsʌfə(r)/ 美:/ˈsʌfər/,vt. 忍受；遭受；经历 vi. 受损害；受痛苦；遭受，忍受；经验,,0,0,1
7256,suffering,英:/ˈsʌfərɪŋ/ 美:/ˈsʌfərɪŋ/,"n. 身体或心灵的痛苦, 苦难 各种苦恼;折磨",,0,0,1
7257,suffice,英:/səˈfaɪs/ 美:/səˈfaɪs/,vt. 使满足；足够…用；合格 vi. 足够；有能力,,0,0,1
7258,sufficient,英:/səˈfɪʃnt/ 美:/səˈfɪʃnt/,adj. 足够的; 充足的,,0,0,1
7259,sufficiently,英:/səˈfɪʃəntlɪ/ 美:/sə'fɪʃəntlɪ/,"adv. 足够地,充分地",,0,0,1
7260,suffix,英:/'sʌfɪks/ 美:/'sʌfɪks/,vt. 添后缀 n. [语]后缀；下标,,0,0,1
7261,sugar,英:/ˈʃʊɡə(r)/ 美:/ˈʃʊɡər/,n. 糖；食糖；甜言蜜语 vt. 加糖于；粉饰,,0,0,1
7262,suggest,英:/səˈdʒest/ 美:/səˈdʒest/,vt. 提议，建议；启发；使人想起,,0,0,1
7263,suggestion,英:/sə'dʒestʃ(ə)n/ 美:/sə'dʒɛstʃən/,n. 建议；意见；有...迹象；联想,,0,0,1
7264,suggestive,英:/səˈdʒestɪv/ 美:/səˈdʒestɪv/,adj. 提示性的；影射的；暗示的；挑逗性的,,0,0,1
7265,suicide,英:/ˈsuːɪsaɪd/ 美:/ˈsuːɪsaɪd/,n. 自杀；自杀者；自杀行为 adj. 自杀的,,0,0,1
7266,suit,英:/suːt/ 美:/suːt/,vt. 适合；使适应 n. 诉讼；套装；组；恳求,,0,0,1
7267,suitable,英:/ˈsuːtəbl/ 美:/ˈsuːtəbl/,adj. 适当的；相配的,,0,0,1
7268,suitably,英:/ˈsu:təblɪ/ 美:/'sutəbli/,adv. 相配地；适当地；适宜地,,0,0,1
7269,suitcase,英:/ˈsuːtkeɪs/ 美:/ˈsuːtkeɪs/,n. 手提箱；衣箱,,0,0,1
7270,suite,英:/swiːt/ 美:/swiːt/,n. 组曲；套房；（一批）随员，随从；（一套）家具,,0,0,1
7271,sullen,英:/ˈsʌlən/ 美:/ˈsʌlən/,adj. 愠怒的，不高兴的；（天气）阴沉的；沉闷的,,0,0,1
7272,sultry,英:/ˈsʌltri/ 美:/ˈsʌltri/,adj. 闷热的；狂暴的；淫荡的,,0,0,1
7273,sum,英:/sʌm/ 美:/sʌm/,n. 总数；金额 vi. 概括,,0,0,1
7274,summarily,英:/'sʌmərəli/ 美:/ˈsʌmərəlɪ/,adv. 概括地，扼要地 即刻地，速决地；简单(化)地；草率地,快速地,0,0,1
7275,summarize,英:/ˈsʌməraɪz/ 美:/ˈsʌməraɪz/,"vt. 总结, 概述",,0,0,1
7276,summary,英:/ˈsʌməri/ 美:/ˈsʌməri/,adj. 扼要的；简易的 n. 概要，摘要,,0,0,1
7277,summer,英:/'sʌmə/ 美:/'sʌmɚ/,n. 夏季；全盛时期 vi. 过夏天；避暑,,0,0,1
7278,summit,英:/ˈsʌmɪt/ 美:/ˈsʌmɪt/,n. 顶点；最高级会议；最高阶层 adj. 最高级的；政府首脑的,,0,0,1
7279,summon,英:/ˈsʌmən/ 美:/ˈsʌmən/,vt. 召唤；召集；鼓起；振作,,0,0,1
7280,sun,英:/sʌn/ 美:/sʌn/,n. 太阳；阳光；中心人物 v. 晒太阳,,0,0,1
7281,sunburn,英:/'sʌnbɜːn/ 美:/'sʌn'bɝn/,n. 晒斑；晒黑 vi. 晒伤皮肤；晒红皮肤；晒黑皮肤,,0,0,1
7282,Sunday,英:/ˈsʌndei/ 美:/ˈsʌndei/,n. 星期日；礼拜日,,0,0,1
7283,sunflower,英:/'sʌnflaʊə/ 美:/'sʌnflaʊɚ/,n. 向日葵,,0,0,1
7284,sunlight,英:/ˈsʌnlaɪt/ 美:/ˈsʌnlaɪt/,n. 日光,,0,0,1
7285,sunny,英:/'sʌnɪ/ 美:/'sʌni/,adj. 阳光充足的，和煦的；快活的；性情开朗的,,0,0,1
7286,sunrise,英:/ˈsʌnraɪz/ 美:/ˈsʌnraɪz/,n. 日出；黎明,,0,0,1
7287,sunset,英:/ˈsʌnset/ 美:/ˈsʌnset/,n. 日落，傍晚,,0,0,1
7288,sunshine,英:/ˈsʌnʃaɪn/ 美:/ˈsʌnʃaɪn/,n. 阳光；愉快；晴天；快活,,0,0,1
7289,super,英:/ˈsuːpə(r)/ 美:/ˈsuːpər/,adj. 极好的；特级的 n. 特级品，特大号；临时雇员,,0,0,1
7290,superb,英:/suːˈpɜːb/ 美:/suːˈpɜːrb/,adj. 极好的；华丽的；宏伟的,,0,0,1
7291,superficial,英:/ˌsuːpəˈfɪʃl/ 美:/ˌsuːpərˈfɪʃl/,"adj. 表面(上)的; 表皮的 肤浅的, 浅薄的; 缺乏深度的",,0,0,1
7292,superintendent,英:/ˌsuːpərɪnˈtendənt/ 美:/ˌsuːpərɪnˈtendənt/,"n. 监管人; 负责人; 主管人 警长, 警司",,0,0,1
7293,superior,英:/suːˈpɪəriə(r)/ 美:/suːˈpɪriər/,adj. 上级的；高傲的；优秀的，出众的 n. 上级，长官；长者；优胜者，高手,,0,0,1
7294,superiority,英:/suːˌpɪəriˈɒrəti/ 美:/suːˌpɪriˈɔːrəti/,"n. 优越(性), 优等",,0,0,1
7295,supermarket,英:/'suːpəmɑːkɪt/ 美:/'sʊpɚ'mɑrkɪt/,n. 超级市场,,0,0,1
7296,supersede,英:/ˌsuːpəˈsiːd/ 美:/ˌsuːpərˈsiːd/,"vt. 取代, 接替",,0,0,1
7297,supersonic,英:/suːpə'sɒnɪk/ 美:/ˌsupɚ'sɑnɪk/,adj. 超声波的；超音速的 n. 超声波；超音速（飞机）,,0,0,1
7298,superstition,英:/ˌsuːpəˈstɪʃn/ 美:/ˌsuːpərˈstɪʃn/,n. 迷信,,0,0,1
7299,superstitious,英:/suːpə'stɪʃəs/ 美:/'sʊpɚ'stɪʃəs/,adj. 迷信的,,0,0,1
7300,supervise,英:/ˈsuːpəvaɪz/ 美:/ˈsuːpərvaɪz/,"vt. & vi. 监督, 管理",,0,0,1
7301,supervision,英:/ˌsuːpəˈvɪʒn/ 美:/ˌsuːpərˈvɪʒn/,"n. 监督, 管理",,0,0,1
7302,supervisor,英:/ˈsjuːpəvaɪzə(r)/ 美:/ˈsuːpərvaɪzər/,n. 监督人；主管人；管理人；督学；检查员；导师,,0,0,1
7303,supper,英:/'sʌpə/ 美:/'sʌpɚ/,n. 晚餐，晚饭,,0,0,1
7304,supplement,英:/ˈsʌplɪmənt/ 美:/ˈsʌplɪmənt/,n. 增补（物）；补品；增刊；（书籍的）附录；额外服务费用；补角 v. 增补，补充,,0,0,1
7305,supplementary,英:/ˌsʌplɪˈmentri/ 美:/ˌsʌplɪˈmentri/,adj. 增补的; 补充的,,0,0,1
7306,supplier,英:/səˈplaɪə(r)/ 美:/səˈplaɪər/,n. 供应者；供应厂商，供应国,,0,0,1
7307,supply,英:/səˈplaɪ/ 美:/səˈplaɪ/,n. 供给，补给；供应品 vt. 供给，提供；补充,,0,0,1
7308,support,英:/səˈpɔːt/ 美:/səˈpɔːrt/,vt. 支持，支撑，支援；赡养，供养；扶持，帮助 n. 支持，维持；支持者，支撑物；支援，供养,,0,0,1
7309,supporter,英:/səˈpɔːtə(r)/ 美:/səˈpɔːrtər/,n. 支持者；拥护者,,0,0,1
7310,suppose,英:/sə'pəʊz/ 美:/sə'poz/,vt. 假设；认为；推想；让（虚拟语气） vi. 料想；猜想,,0,0,1
7311,supposing,英:/sə'pəuziŋ/ 美:/səˈpoziŋ/,adv.  假如； 去 ... 吧； 不妨 ... 吧,,0,0,1
7312,suppress,英:/səˈpres/ 美:/səˈpres/,vt. 抑制；镇压；废止,,0,0,1
7313,suppression,英:/sə'preʃ(ə)n/ 美:/sə'prɛʃən/,n. 镇压；抑制,,0,0,1
7314,supreme,英:/suːˈpriːm/ 美:/suːˈpriːm/,adj. 最高的；至上的；极度的,,0,0,1
7315,surcharge,英:/ˈsɜːtʃɑːdʒ/ 美:/ˈsɜːrtʃɑːrdʒ/,"vt. 对…收取额外费用 n. 附加费,额外费用",,0,0,1
7316,sure,英:/ʃʊə(r)/ 美:/ʃʊr/,adj. 可靠的；必定的；确信的 adv. 当然；的确,,0,0,1
7317,surely,英:/'ʃʊəlɪ/ 美:/'ʃʊrli/,adv. 稳当地；坚定地；无疑；[口]当然,,0,0,1
7318,surf,英:/sɜːf/ 美:/sɜːrf/,n. 海浪，拍岸浪 vt. 在…冲浪,,0,0,1
7319,surface,英:/'sɜːfɪs/ 美:/'sɝfɪs/,n. 表面；外观；表层 adj. 表面的，肤浅的,,0,0,1
7320,surge,英:/sɜːdʒ/ 美:/sɜːrdʒ/,n. 汹涌；波涛；猛增 v. 汹涌；涌起；激增；[海]缆绳滑脱,,0,0,1
7321,surgeon,英:/'sɜːdʒ(ə)n/ 美:/'sɝdʒən/,n. 外科医生,,0,0,1
7322,surgery,英:/ˈsɜːdʒəri/ 美:/ˈsɜːrdʒəri/,n. 外科；外科手术；手术室；诊疗室,,0,0,1
7323,surmise,英:/səˈmaɪz/ 美:/sərˈmaɪz/,vt. 猜测；推测 vi. 猜测；认为,,0,0,1
7324,surname,英:/ˈsɜːneɪm/ 美:/ˈsɜːrneɪm/,n. 姓，姓氏；绰号，别名 vt. 给…起别名；给…姓氏,,0,0,1
7325,surpass,英:/səˈpɑːs/ 美:/sərˈpæs/,vt. 胜过，优于；超越；非…所能办到或理解,,0,0,1
7326,surplus,英:/ˈsɜːpləs/ 美:/ˈsɜːrplʌs/,n. 过剩；盈余；剩余；顺差 adj. 剩余的；过剩的,,0,0,1
7327,surprise,英:/sə'praɪz/ 美:/sɚ'praɪz/,n. 惊奇，诧异；突然袭击 vt. 使惊奇；奇袭,,0,0,1
7328,surprising,英:/sə'praɪzɪŋ/ 美:/sɚ'praɪzɪŋ/,"adj. 使人惊讶的, 出人意料的, 惊人的",,0,0,1
7329,surrender,英:/səˈrendə(r)/ 美:/səˈrendər/,"vt. & vi. 投降 vt. 放弃; 抛弃 n. 投降, 放弃",,0,0,1
7330,surround,英:/səˈraʊnd/ 美:/səˈraʊnd/,vt. 围绕；包围 n. 围绕物,,0,0,1
7331,surroundings,英:/səˈraʊndɪŋz/ 美:/səˈraʊndɪŋz/,n. 周围的事物；环境,,0,0,1
7332,survey,英:/ˈsɜːveɪ/ 美:/ˈsɜːrveɪ/,n. 调查；测量；纵览；审视 vt. 调查；勘测；俯瞰,,0,0,1
7333,surveyor,英:/sə'veɪə/ 美:/sɚ'veɚ/,n. 测量员；检验员,,0,0,1
7334,survival,英:/səˈvaɪvl/ 美:/sərˈvaɪvl/,n. 幸存，残存；幸存者，残存物,,0,0,1
7335,survive,英:/səˈvaɪv/ 美:/sərˈvaɪv/,vt. 比...活得长；幸免于；幸存；生还 vi. 幸存；活下来,,0,0,1
7336,survivor,英:/səˈvaɪvə(r)/ 美:/sərˈvaɪvər/,n. 生还者；幸存者；残存物,,0,0,1
7337,suspect,英:/səˈspekt/ 美:/səˈspekt/,n. 嫌疑犯 v.怀疑,,1,1,1
7338,suspend,英:/səˈspend/ 美:/səˈspend/,vt. 延缓，推迟；使暂停；使悬浮 vi. 悬浮；[体]禁赛,,0,0,1
7339,suspense,英:/səˈspens/ 美:/səˈspens/,n. 悬念；焦虑；悬疑；悬而不决,,0,0,1
7340,suspicion,英:/səˈspɪʃn/ 美:/səˈspɪʃn/,"n. 怀疑, 嫌疑 疑心, 猜疑 一点儿, 少量",,0,0,1
7341,suspicious,英:/səˈspɪʃəs/ 美:/səˈspɪʃəs/,"adj. 猜疑的, 疑心的 可疑的 表示怀疑的",,0,0,1
7342,sustain,英:/səˈsteɪn/ 美:/səˈsteɪn/,"vt. 承受, 支撑 维持 长期保持; 使继续 经受, 遭受",,0,0,1
7343,svelte,英:/svelt/ 美:/svelt/,adj. 苗条的；线条清晰的；和蔼的,,0,0,1
7344,swallow,英:/ˈswɒləʊ/ 美:/ˈswɑːloʊ/,n. 燕子；吞咽；一次吞咽的量 v. 忍受；吞下；咽下；轻信；不流露感情；收回,,0,0,1
7345,swamp,英:/swɒmp/ 美:/swɑːmp/,n. 沼泽，低地，水洼；湿地；（用于强调）某地的浸水程度；进退两难的困境  v. 使不堪承受，使疲于应对，使应接不暇；淹，淹没；（船）被水吞没，沉没；使陷入困境,,0,0,1
7346,swan,英:/swɒn/ 美:/swɑn/,n. 天鹅；天鹅星座 vi. 游荡，闲荡,,0,0,1
7347,swarm,英:/swɔːm/ 美:/swɔrm/,vi. 挤满；成群浮游；云集 n. 蜂群；一大群,,0,0,1
7348,sway,英:/sweɪ/ 美:/sweɪ/,vt. 使摇动；统治；影响 vi. 摇摆；影响,,0,0,1
7349,swear,英:/sweə(r)/ 美:/swer/,vt. 发誓；咒骂 vi. 诅咒；发誓，宣誓,,1,1,1
7350,sweat,英:/swet/ 美:/swet/,v. 出汗；流汗；（物体表面）渗出水分，结水珠；艰苦努力；辛苦地干；担心；焦虑；不安 n. 汗；出汗；流汗；一身汗；繁重的工作；艰苦的劳动；累活儿；艰苦努力；运动服；运动裤（sweats）,,0,0,1
7351,sweater,英:/'swetə/ 美:/'swɛtɚ/,n. 毛线衣，运动衫；大量出汗的人，发汗剂,,0,0,1
7352,Swede,英:/swi:d/ 美:/swid/,n. 瑞典人；瑞典甘蓝,,0,0,1
7353,Sweden,英:/ˈswi:dn/ 美:/ˈswidn../,n. 瑞典（欧洲国家）,,0,0,1
7354,Swedish,英:/ˈswi:dɪʃ/ 美:/ˈswidɪʃ/,adj. 瑞典的；瑞典语的；瑞典人的 n. 瑞典语；瑞典人,,0,0,1
7355,sweep,英:/swiːp/ 美:/swiːp/,vt. 扫除；猛拉；掸去 vi. 扫，打扫；席卷；扫视；袭击,,0,0,1
7356,sweet,英:/swiːt/ 美:/swit/,adj. 甜的；悦耳的；芳香的；亲切的 n. 糖果；乐趣；芳香；宝贝,,0,0,1
7357,sweeten,英:/'swiːt(ə)n/ 美:/'switn/,vt. 减轻；使变甜；使温和；使悦耳 vi. 变甜,,0,0,1
7358,sweetheart,英:/'swiːthɑːt/ 美:/'swit'hɑrt/,"n. 情人, 爱人",,0,0,1
7359,sweetness,英:/ˈswi:tnəs / 美:/'switnəs/,n. 美味；芳香；甜美,,1,0,1
7360,swell,英:/swel/ 美:/swel/,vi. 膨胀；[病理]肿胀；隆起 vt. 使膨胀；使隆起,,0,0,1
7361,swift,英:/swɪft/ 美:/swɪft/,adj. 快的；迅速的；敏捷的 n. 雨燕；线轴 n. 斯威夫特（人名）,,0,0,1
7362,swim,英:/swɪm/ 美:/swɪm/,vi. 游泳；浸；漂浮；眩晕 vt. 游过；使浮起,,0,0,1
7363,swing,英:/swɪŋ/ 美:/swɪŋ/,n. 摇摆；秋千；摆动；音律；涨落 vi. 摇摆；转向；悬挂；大摇大摆地行走,,0,0,1
7364,Swiss,英:/swɪs/ 美:/swɪs/,adj. 瑞士的；瑞士人的；瑞士风格的 n. 瑞士人；瑞士腔调,,0,0,1
7365,switch,英:/swɪtʃ/ 美:/swɪtʃ/,vt. 转换；用鞭子等抽打 vi. 转换；抽打；[体]换防,,0,0,1
7366,Switzerland,/'switsələnd/,n. 瑞士,,0,0,1
7367,sword,英:/sɔːd/ 美:/sɔːrd/,n. 刀，剑；武力，战争,,0,0,1
7368,syllable,英:/ˈsɪləbl/ 美:/ˈsɪləbl/,n. 音节 vt. 划分音节,,1,1,1
7369,symbol,英:/ˈsɪmbl/ 美:/ˈsɪmbl/,n. 符号；象征；标志,,0,0,1
7370,symbolize,英:/ˈsɪmbəlaɪz/ 美:/ˈsɪmbəlaɪz/,vt. 象征;作为…的象征,,0,0,1
7371,symmetric,/si'metrik/,"adj. 相称性的,均衡的",,0,0,1
7372,symmetry,英:/ˈsɪmətri/ 美:/ˈsɪmətri/,n. 对称（性）；整齐，匀称,,0,0,1
7373,sympathetic,英:/ˌsɪmpəˈθetɪk/ 美:/ˌsɪmpəˈθetɪk/,"adj. 表示同情的 赞同的, 支持的",,0,0,1
7374,sympathize,英:/ˈsimpəθaiz/ 美:/'sɪmpə'θaɪz/,"vi. 同情, 支持",,0,0,1
7375,sympathy,英:/ˈsɪmpəθi/ 美:/ˈsɪmpəθi/,n. 同情；赞同；慰问,,0,0,1
7376,symphony,英:/ˈsɪmfəni/ 美:/ˈsɪmfəni/,n. 交响乐；谐声，和声,,0,0,1
7377,symposium,英:/sɪmˈpəʊziəm/ 美:/sɪmˈpoʊziəm/,"n. 讨论会, 专题报告",,0,0,1
7378,symptom,英:/ˈsɪmptəm/ 美:/ˈsɪmptəm/,n. 症状；征兆,,0,0,1
7379,symptomatic,英:/ˌsɪmptəˈmætɪk/ 美:/ˌsɪmptəˈmætɪk/,adj. 症状的；具有症候的,,0,0,1
7380,synchronize,英:/ˈsɪŋkrəˌnaɪz/ 美:/'sɪŋkrənaɪz/,vt. 使同步；使同时发生 vi. 同时发生,,0,0,1
7381,synonym,英:/ˈsɪnənɪm/ 美:/ˈsɪnənɪm/,n. 同义词；同义字,,0,0,1
7382,synthesis,英:/ˈsɪnθəsɪs/ 美:/ˈsɪnθəsɪs/,"n. 综合, 综合法 〈化〉合成",,0,0,1
7383,synthetic,英:/sɪn'θetɪk/ 美:/sɪn'θɛtɪk/,adj. 合成的；人造的；综合的；虚伪的 n. 合成物；人工制品,,0,0,1
7384,system,英:/ˈsɪstəm/ 美:/ˈsɪstəm/,n. 系统；制度，体制；方法,,0,0,1
7385,systematic,英:/ˌsɪstəˈmætɪk/ 美:/ˌsɪstəˈmætɪk/,adj. 有系统的；分类的；体系的；有条理的,,0,0,1
7386,systematically,英:/ˌsistə'mætikəli/ 美:/ˌsɪstəˈmætɪk l..ɪ/,adv. 有系统地;有组织地;有计划地;有条不紊地,,0,0,1
7387,table,英:/ˈteɪbl/ 美:/ˈteɪbl/,n. 桌子；表格；平地层 vt. 嵌合；搁置；制表,,0,0,1
7388,tablet,英:/ˈtæblət/ 美:/ˈtæblət/,n. 碑；药片；小块；写字板,,0,0,1
7389,tabulate,英:/'tæbjʊleɪt/ 美:/'tæbjulet/,adj. 平板状的；有平面的 vt. 使成平面；把…制成表格,,0,0,1
7390,tack,英:/tæk/ 美:/tæk/,n. 大头钉；粗缝；行动方针；食物 vt. 附加；以大头针钉住,,1,0,1
7391,tackle,英:/ˈtækl/ 美:/ˈtækl/,v. 处理；对付；阻截(对方球员)；与…交涉 n. 滑车；用具；铲球；(美式足球)拦截手,,0,0,1
7392,tacky,英:/'tækɪ/ 美:/'tæki/,adj. 俗气的；发黏的；缺乏教养或风度的,,0,0,1
7393,tact,英:/tækt/ 美:/tækt/,n. （处事、言谈等的）老练，圆通，得体，乖巧,,0,0,1
7394,tactful,英:/'tæktfʊl/ 美:/'tæktfl/,adj. 机智的；圆滑的；老练的,,0,0,1
7395,tactics,英:/'tæktɪks/ 美:/'tæktɪks/,n. 战术；策略；用兵学,,0,0,1
7396,tag,英:/tæɡ/ 美:/tæɡ/,n. 标签；结束语；附属物；名称 vt. 起浑名；尾随，紧随；添饰；连接,,0,0,1
7397,tail,英:/teɪl/ 美:/tel/,n. 尾部；踪迹；辫子；燕尾服 vt. 尾随；装上尾巴,,0,0,1
7398,tailor,英:/ˈteɪlə(r)/ 美:/ˈteɪlər/,vt. 剪裁；使合适 n. 裁缝,,0,0,1
7399,take,英:/teɪk/ 美:/tek/,vt. 拿，取；接受；采取；吃 vi. 拿；获得,,0,0,1
7400,take for granted,,认为…理所当然,,0,0,1
7401,take-off,,n. 起飞,,0,0,1
7402,tale,英:/teɪl/ 美:/teɪl/,n. 故事；传说；叙述；流言蜚语,,0,0,1
7403,talent,英:/ˈtælənt/ 美:/ˈtælənt/,n. 才能；天资；天才,,0,0,1
7404,talk,英:/tɔːk/ 美:/tɔːk/,vt. 说；谈话；讨论 vi. 谈话；说闲话,,0,0,1
7405,talkative,英:/ˈtɔːkətɪv/ 美:/ˈtɔːkətɪv/,adj. 健谈的;多嘴的;喜欢说话的,,0,0,1
7406,tall,英:/tɔːl/ 美:/tɔl/,adj. 高的；长的；夸大的；过分的 adv. 夸大地,,0,0,1
7407,tally,英:/ˈtæli/ 美:/ˈtæli/,n. 帐；记分；一致；标签 vt. 计算；记录；使一致 vi. 计算；记分；一致,,0,0,1
7408,tame,英:/teɪm/ 美:/teɪm/,adj. 驯服的；乏味的；顺从的；平淡的 vt. 驯养；使变得平淡；制服,,0,0,1
7409,tan,英:/tæn/ 美:/tæn/,n. 棕褐色；黝黑 v. 晒黑；鞣(革)；痛打 adj. 棕褐色的,,0,0,1
7410,tangle,英:/ˈtæŋɡl/ 美:/ˈtæŋɡl/,n. 混乱状态；纠纷 vt. 使纠缠；处于混乱状态,,0,0,1
7411,tank,英:/tæŋk/ 美:/tæŋk/,n. 坦克；箱，罐，缸 v. 喝醉；遭受失败（尤指财政巨大损失）,,0,0,1
7412,tanker,英:/ˈtæŋkə(r)/ 美:/ˈtæŋkər/,n. 油轮；运油飞机；油槽车；[口]坦克手,,0,0,1
7413,tap,英:/tæp/ 美:/tæp/,vt. 轻敲；轻打；装上嘴子 vi. 轻拍；轻击；轻叩,,0,0,1
7414,tape,英:/teɪp/ 美:/teɪp/,n. 磁带；带子；卷尺；胶带 vt. 录音；用带子捆扎；用胶布把…封住,,0,0,1
